state,district,category,type,date,crimes,sex,age,ethnicity,population
Sabah,Beluran,property,all,2021,40,both,overall,overall,3412.6
Sabah,Beluran,property,all,2022,43,both,overall,overall,3414.9
Sabah,Beluran,property,break_in,2016,19,both,overall,overall,3802.8
Sabah,Beluran,property,break_in,2017,21,both,overall,overall,3855.9
Sabah,Beluran,property,break_in,2018,21,both,overall,overall,3898.4
Sabah,Beluran,property,break_in,2019,22,both,overall,overall,3904.4
Sabah,Beluran,property,break_in,2020,15,both,overall,overall,3418.8
Sabah,Beluran,property,break_in,2021,24,both,overall,overall,3412.6
Sabah,Beluran,property,break_in,2022,18,both,overall,overall,3414.9
Sabah,Beluran,property,theft_other,2016,7,both,overall,overall,3802.8
Sabah,Beluran,property,theft_other,2017,15,both,overall,overall,3855.9
Sabah,Beluran,property,theft_other,2018,23,both,overall,overall,3898.4
Sabah,Beluran,property,theft_other,2019,13,both,overall,overall,3904.4
Sabah,Beluran,property,theft_other,2020,13,both,overall,overall,3418.8
Sabah,Beluran,property,theft_other,2021,13,both,overall,overall,3412.6
Sabah,Beluran,property,theft_other,2022,12,both,overall,overall,3414.9
Sabah,Beluran,property,theft_vehicle_lorry,2016,0,both,overall,overall,3802.8
Sabah,Beluran,property,theft_vehicle_lorry,2017,1,both,overall,overall,3855.9
Sabah,Beluran,property,theft_vehicle_lorry,2018,3,both,overall,overall,3898.4
Sabah,Beluran,property,theft_vehicle_lorry,2019,0,both,overall,overall,3904.4
Sabah,Beluran,property,theft_vehicle_lorry,2020,0,both,overall,overall,3418.8
Sabah,Beluran,property,theft_vehicle_lorry,2021,0,both,overall,overall,3412.6
Sabah,Beluran,property,theft_vehicle_lorry,2022,1,both,overall,overall,3414.9
Sabah,Beluran,property,theft_vehicle_motorcar,2016,0,both,overall,overall,3802.8
Sabah,Beluran,property,theft_vehicle_motorcar,2017,0,both,overall,overall,3855.9
Sabah,Beluran,property,theft_vehicle_motorcar,2018,2,both,overall,overall,3898.4
Sabah,Beluran,property,theft_vehicle_motorcar,2019,0,both,overall,overall,3904.4
Sabah,Beluran,property,theft_vehicle_motorcar,2020,0,both,overall,overall,3418.8
Sabah,Beluran,property,theft_vehicle_motorcar,2021,0,both,overall,overall,3412.6
Sabah,Beluran,property,theft_vehicle_motorcar,2022,3,both,overall,overall,3414.9
Sabah,Beluran,property,theft_vehicle_motorcycle,2016,16,both,overall,overall,3802.8
Sabah,Beluran,property,theft_vehicle_motorcycle,2017,19,both,overall,overall,3855.9
Sabah,Beluran,property,theft_vehicle_motorcycle,2018,12,both,overall,overall,3898.4
Sabah,Beluran,property,theft_vehicle_motorcycle,2019,12,both,overall,overall,3904.4
Sabah,Beluran,property,theft_vehicle_motorcycle,2020,6,both,overall,overall,3418.8
Sabah,Beluran,property,theft_vehicle_motorcycle,2021,3,both,overall,overall,3412.6
Sabah,Beluran,property,theft_vehicle_motorcycle,2022,9,both,overall,overall,3414.9
Sabah,Keningau,assault,all,2016,58,both,overall,overall,3802.8
Sabah,Keningau,assault,all,2017,39,both,overall,overall,3855.9
Sabah,Keningau,assault,all,2018,38,both,overall,overall,3898.4
Sabah,Keningau,assault,all,2019,43,both,overall,overall,3904.4
Sabah,Keningau,assault,all,2020,21,both,overall,overall,3418.8
Sabah,Keningau,assault,all,2021,15,both,overall,overall,3412.6
Sabah,Keningau,assault,all,2022,22,both,overall,overall,3414.9
Sabah,Keningau,assault,causing_injury,2016,14,both,overall,overall,3802.8
Sabah,Keningau,assault,causing_injury,2017,16,both,overall,overall,3855.9
Sabah,Keningau,assault,causing_injury,2018,15,both,overall,overall,3898.4
Sabah,Keningau,assault,causing_injury,2019,18,both,overall,overall,3904.4
Sabah,Keningau,assault,causing_injury,2020,7,both,overall,overall,3418.8
Sabah,Keningau,assault,causing_injury,2021,3,both,overall,overall,3412.6
Sabah,Keningau,assault,causing_injury,2022,6,both,overall,overall,3414.9
Sabah,Keningau,assault,murder,2016,6,both,overall,overall,3802.8
Sabah,Keningau,assault,murder,2017,2,both,overall,overall,3855.9
Sabah,Keningau,assault,murder,2018,2,both,overall,overall,3898.4
Sabah,Keningau,assault,murder,2019,3,both,overall,overall,3904.4
Sabah,Keningau,assault,murder,2020,3,both,overall,overall,3418.8
Sabah,Keningau,assault,murder,2021,1,both,overall,overall,3412.6
Sabah,Keningau,assault,murder,2022,1,both,overall,overall,3414.9
Sabah,Keningau,assault,rape,2016,32,both,overall,overall,3802.8
Sabah,Keningau,assault,rape,2017,11,both,overall,overall,3855.9
Sabah,Keningau,assault,rape,2018,15,both,overall,overall,3898.4
Sabah,Keningau,assault,rape,2019,15,both,overall,overall,3904.4
Sabah,Keningau,assault,rape,2020,6,both,overall,overall,3418.8
Sabah,Keningau,assault,rape,2021,8,both,overall,overall,3412.6
Sabah,Keningau,assault,rape,2022,14,both,overall,overall,3414.9
Sabah,Keningau,assault,robbery_gang_armed,2016,0,both,overall,overall,3802.8
Sabah,Keningau,assault,robbery_gang_armed,2017,0,both,overall,overall,3855.9
Sabah,Keningau,assault,robbery_gang_armed,2018,0,both,overall,overall,3898.4
Sabah,Keningau,assault,robbery_gang_armed,2019,0,both,overall,overall,3904.4
Sabah,Keningau,assault,robbery_gang_armed,2020,0,both,overall,overall,3418.8
Sabah,Keningau,assault,robbery_gang_armed,2021,0,both,overall,overall,3412.6
Sabah,Keningau,assault,robbery_gang_armed,2022,0,both,overall,overall,3414.9
Sabah,Keningau,assault,robbery_gang_unarmed,2016,5,both,overall,overall,3802.8
Sabah,Keningau,assault,robbery_gang_unarmed,2017,7,both,overall,overall,3855.9
Sabah,Keningau,assault,robbery_gang_unarmed,2018,3,both,overall,overall,3898.4
Sabah,Keningau,assault,robbery_gang_unarmed,2019,3,both,overall,overall,3904.4
Sabah,Keningau,assault,robbery_gang_unarmed,2020,5,both,overall,overall,3418.8
Sabah,Keningau,assault,robbery_gang_unarmed,2021,1,both,overall,overall,3412.6
Sabah,Keningau,assault,robbery_gang_unarmed,2022,1,both,overall,overall,3414.9
Sabah,Keningau,assault,robbery_solo_armed,2016,0,both,overall,overall,3802.8
Sabah,Keningau,assault,robbery_solo_armed,2017,0,both,overall,overall,3855.9
Sabah,Keningau,assault,robbery_solo_armed,2018,0,both,overall,overall,3898.4
Sabah,Keningau,assault,robbery_solo_armed,2019,0,both,overall,overall,3904.4
Sabah,Keningau,assault,robbery_solo_armed,2020,0,both,overall,overall,3418.8
Sabah,Keningau,assault,robbery_solo_armed,2021,0,both,overall,overall,3412.6
Sabah,Keningau,assault,robbery_solo_armed,2022,0,both,overall,overall,3414.9
Sabah,Keningau,assault,robbery_solo_unarmed,2016,1,both,overall,overall,3802.8
Sabah,Keningau,assault,robbery_solo_unarmed,2017,3,both,overall,overall,3855.9
Sabah,Keningau,assault,robbery_solo_unarmed,2018,3,both,overall,overall,3898.4
Sabah,Keningau,assault,robbery_solo_unarmed,2019,4,both,overall,overall,3904.4
Sabah,Keningau,assault,robbery_solo_unarmed,2020,0,both,overall,overall,3418.8
Sabah,Keningau,assault,robbery_solo_unarmed,2021,2,both,overall,overall,3412.6
Sabah,Keningau,assault,robbery_solo_unarmed,2022,0,both,overall,overall,3414.9
Sabah,Keningau,property,all,2016,169,both,overall,overall,3802.8
Sabah,Keningau,property,all,2017,161,both,overall,overall,3855.9
Sabah,Keningau,property,all,2018,148,both,overall,overall,3898.4
Sabah,Keningau,property,all,2019,143,both,overall,overall,3904.4
Sabah,Keningau,property,all,2020,118,both,overall,overall,3418.8
Sabah,Keningau,property,all,2021,90,both,overall,overall,3412.6
Sabah,Keningau,property,all,2022,75,both,overall,overall,3414.9
Sabah,Keningau,property,break_in,2016,46,both,overall,overall,3802.8
Sabah,Keningau,property,break_in,2017,47,both,overall,overall,3855.9
Sabah,Keningau,property,break_in,2018,41,both,overall,overall,3898.4
Sabah,Keningau,property,break_in,2019,50,both,overall,overall,3904.4
Sabah,Keningau,property,break_in,2020,62,both,overall,overall,3418.8
Sabah,Keningau,property,break_in,2021,42,both,overall,overall,3412.6
Sabah,Keningau,property,break_in,2022,39,both,overall,overall,3414.9
Sabah,Keningau,property,theft_other,2016,69,both,overall,overall,3802.8
Sabah,Keningau,property,theft_other,2017,71,both,overall,overall,3855.9
Sabah,Keningau,property,theft_other,2018,71,both,overall,overall,3898.4
Sabah,Keningau,property,theft_other,2019,74,both,overall,overall,3904.4
Sabah,Keningau,property,theft_other,2020,38,both,overall,overall,3418.8
Sabah,Keningau,property,theft_other,2021,34,both,overall,overall,3412.6
Sabah,Keningau,property,theft_other,2022,21,both,overall,overall,3414.9
Sabah,Keningau,property,theft_vehicle_lorry,2016,16,both,overall,overall,3802.8
Sabah,Keningau,property,theft_vehicle_lorry,2017,6,both,overall,overall,3855.9
Sabah,Keningau,property,theft_vehicle_lorry,2018,9,both,overall,overall,3898.4
Sabah,Keningau,property,theft_vehicle_lorry,2019,7,both,overall,overall,3904.4
Sabah,Keningau,property,theft_vehicle_lorry,2020,2,both,overall,overall,3418.8
Sabah,Keningau,property,theft_vehicle_lorry,2021,2,both,overall,overall,3412.6
Sabah,Keningau,property,theft_vehicle_lorry,2022,5,both,overall,overall,3414.9
Sabah,Keningau,property,theft_vehicle_motorcar,2016,8,both,overall,overall,3802.8
Sabah,Keningau,property,theft_vehicle_motorcar,2017,8,both,overall,overall,3855.9
Sabah,Keningau,property,theft_vehicle_motorcar,2018,6,both,overall,overall,3898.4
Sabah,Keningau,property,theft_vehicle_motorcar,2019,2,both,overall,overall,3904.4
Sabah,Keningau,property,theft_vehicle_motorcar,2020,4,both,overall,overall,3418.8
Sabah,Keningau,property,theft_vehicle_motorcar,2021,1,both,overall,overall,3412.6
Sabah,Keningau,property,theft_vehicle_motorcar,2022,3,both,overall,overall,3414.9
Sabah,Keningau,property,theft_vehicle_motorcycle,2016,30,both,overall,overall,3802.8
Sabah,Keningau,property,theft_vehicle_motorcycle,2017,29,both,overall,overall,3855.9
Sabah,Keningau,property,theft_vehicle_motorcycle,2018,21,both,overall,overall,3898.4
Sabah,Keningau,property,theft_vehicle_motorcycle,2019,10,both,overall,overall,3904.4
Sabah,Keningau,property,theft_vehicle_motorcycle,2020,12,both,overall,overall,3418.8
Sabah,Keningau,property,theft_vehicle_motorcycle,2021,11,both,overall,overall,3412.6
Sabah,Keningau,property,theft_vehicle_motorcycle,2022,7,both,overall,overall,3414.9
Sabah,Kota Belud,assault,all,2016,22,both,overall,overall,3802.8
Sabah,Kota Belud,assault,all,2017,33,both,overall,overall,3855.9
Sabah,Kota Belud,assault,all,2018,20,both,overall,overall,3898.4
Sabah,Kota Belud,assault,all,2019,22,both,overall,overall,3904.4
Sabah,Kota Belud,assault,all,2020,19,both,overall,overall,3418.8
Sabah,Kota Belud,assault,all,2021,9,both,overall,overall,3412.6
Sabah,Kota Belud,assault,all,2022,9,both,overall,overall,3414.9
Sabah,Kota Belud,assault,causing_injury,2016,9,both,overall,overall,3802.8
Sabah,Kota Belud,assault,causing_injury,2017,14,both,overall,overall,3855.9
Sabah,Kota Belud,assault,causing_injury,2018,13,both,overall,overall,3898.4
Sabah,Kota Belud,assault,causing_injury,2019,9,both,overall,overall,3904.4
Sabah,Kota Belud,assault,causing_injury,2020,9,both,overall,overall,3418.8
Sabah,Kota Belud,assault,causing_injury,2021,1,both,overall,overall,3412.6
Sabah,Kota Belud,assault,causing_injury,2022,2,both,overall,overall,3414.9
Sabah,Kota Belud,assault,murder,2016,0,both,overall,overall,3802.8
Sabah,Kota Belud,assault,murder,2017,2,both,overall,overall,3855.9
Sabah,Kota Belud,assault,murder,2018,1,both,overall,overall,3898.4
Sabah,Kota Belud,assault,murder,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,assault,murder,2020,1,both,overall,overall,3418.8
Sabah,Kota Belud,assault,murder,2021,0,both,overall,overall,3412.6
Sabah,Kota Belud,assault,murder,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,assault,rape,2016,9,both,overall,overall,3802.8
Sabah,Kota Belud,assault,rape,2017,11,both,overall,overall,3855.9
Sabah,Kota Belud,assault,rape,2018,5,both,overall,overall,3898.4
Sabah,Kota Belud,assault,rape,2019,11,both,overall,overall,3904.4
Sabah,Kota Belud,assault,rape,2020,7,both,overall,overall,3418.8
Sabah,Kota Belud,assault,rape,2021,6,both,overall,overall,3412.6
Sabah,Kota Belud,assault,rape,2022,6,both,overall,overall,3414.9
Sabah,Kota Belud,assault,robbery_gang_armed,2016,0,both,overall,overall,3802.8
Sabah,Kota Belud,assault,robbery_gang_armed,2017,0,both,overall,overall,3855.9
Sabah,Kota Belud,assault,robbery_gang_armed,2018,0,both,overall,overall,3898.4
Sabah,Kota Belud,assault,robbery_gang_armed,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,assault,robbery_gang_armed,2020,0,both,overall,overall,3418.8
Sabah,Kota Belud,assault,robbery_gang_armed,2021,0,both,overall,overall,3412.6
Sabah,Kota Belud,assault,robbery_gang_armed,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,assault,robbery_gang_unarmed,2016,3,both,overall,overall,3802.8
Sabah,Kota Belud,assault,robbery_gang_unarmed,2017,6,both,overall,overall,3855.9
Sabah,Kota Belud,assault,robbery_gang_unarmed,2018,1,both,overall,overall,3898.4
Sabah,Kota Belud,assault,robbery_gang_unarmed,2019,2,both,overall,overall,3904.4
Sabah,Kota Belud,assault,robbery_gang_unarmed,2020,1,both,overall,overall,3418.8
Sabah,Kota Belud,assault,robbery_gang_unarmed,2021,2,both,overall,overall,3412.6
Sabah,Kota Belud,assault,robbery_gang_unarmed,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,assault,robbery_solo_armed,2016,0,both,overall,overall,3802.8
Sabah,Kota Belud,assault,robbery_solo_armed,2017,0,both,overall,overall,3855.9
Sabah,Kota Belud,assault,robbery_solo_armed,2018,0,both,overall,overall,3898.4
Sabah,Kota Belud,assault,robbery_solo_armed,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,assault,robbery_solo_armed,2020,0,both,overall,overall,3418.8
Sabah,Kota Belud,assault,robbery_solo_armed,2021,0,both,overall,overall,3412.6
Sabah,Kota Belud,assault,robbery_solo_armed,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,assault,robbery_solo_unarmed,2016,1,both,overall,overall,3802.8
Sabah,Kota Belud,assault,robbery_solo_unarmed,2017,0,both,overall,overall,3855.9
Sabah,Kota Belud,assault,robbery_solo_unarmed,2018,0,both,overall,overall,3898.4
Sabah,Kota Belud,assault,robbery_solo_unarmed,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,assault,robbery_solo_unarmed,2020,1,both,overall,overall,3418.8
Sabah,Kota Belud,assault,robbery_solo_unarmed,2021,0,both,overall,overall,3412.6
Sabah,Kota Belud,assault,robbery_solo_unarmed,2022,1,both,overall,overall,3414.9
Sabah,Kota Belud,property,all,2016,132,both,overall,overall,3802.8
Sabah,Kota Belud,property,all,2017,184,both,overall,overall,3855.9
Sabah,Kota Belud,property,all,2018,161,both,overall,overall,3898.4
Sabah,Kota Belud,property,all,2019,121,both,overall,overall,3904.4
Sabah,Kota Belud,property,all,2020,70,both,overall,overall,3418.8
Sabah,Kota Belud,property,all,2021,95,both,overall,overall,3412.6
Sabah,Kota Belud,property,all,2022,33,both,overall,overall,3414.9
Sabah,Kota Belud,property,break_in,2016,42,both,overall,overall,3802.8
Sabah,Kota Belud,property,break_in,2017,49,both,overall,overall,3855.9
Sabah,Kota Belud,property,break_in,2018,40,both,overall,overall,3898.4
Sabah,Kota Belud,property,break_in,2019,33,both,overall,overall,3904.4
Sabah,Kota Belud,property,break_in,2020,18,both,overall,overall,3418.8
Sabah,Kota Belud,property,break_in,2021,30,both,overall,overall,3412.6
Sabah,Kota Belud,property,break_in,2022,13,both,overall,overall,3414.9
Sabah,Kota Belud,property,theft_other,2016,75,both,overall,overall,3802.8
Sabah,Kota Belud,property,theft_other,2017,120,both,overall,overall,3855.9
Sabah,Kota Belud,property,theft_other,2018,110,both,overall,overall,3898.4
Sabah,Kota Belud,property,theft_other,2019,82,both,overall,overall,3904.4
Sabah,Kota Belud,property,theft_other,2020,47,both,overall,overall,3418.8
Sabah,Kota Belud,property,theft_other,2021,54,both,overall,overall,3412.6
Sabah,Kota Belud,property,theft_other,2022,12,both,overall,overall,3414.9
Sabah,Kota Belud,property,theft_vehicle_lorry,2016,0,both,overall,overall,3802.8
Sabah,Kota Belud,property,theft_vehicle_lorry,2017,0,both,overall,overall,3855.9
Sabah,Kota Belud,property,theft_vehicle_lorry,2018,0,both,overall,overall,3898.4
Sabah,Kota Belud,property,theft_vehicle_lorry,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,property,theft_vehicle_lorry,2020,0,both,overall,overall,3418.8
Sabah,Kota Belud,property,theft_vehicle_lorry,2021,0,both,overall,overall,3412.6
Sabah,Kota Belud,property,theft_vehicle_lorry,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,property,theft_vehicle_motorcar,2016,1,both,overall,overall,3802.8
Sabah,Kota Belud,property,theft_vehicle_motorcar,2017,1,both,overall,overall,3855.9
Sabah,Kota Belud,property,theft_vehicle_motorcar,2018,1,both,overall,overall,3898.4
Sabah,Kota Belud,property,theft_vehicle_motorcar,2019,0,both,overall,overall,3904.4
Sabah,Kota Belud,property,theft_vehicle_motorcar,2020,0,both,overall,overall,3418.8
Sabah,Kota Belud,property,theft_vehicle_motorcar,2021,1,both,overall,overall,3412.6
Sabah,Kota Belud,property,theft_vehicle_motorcar,2022,0,both,overall,overall,3414.9
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2016,14,both,overall,overall,3802.8
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2017,14,both,overall,overall,3855.9
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2018,10,both,overall,overall,3898.4
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2019,6,both,overall,overall,3904.4
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2020,5,both,overall,overall,3418.8
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2021,10,both,overall,overall,3412.6
Sabah,Kota Belud,property,theft_vehicle_motorcycle,2022,8,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,all,2016,107,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,all,2017,151,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,all,2018,98,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,all,2019,112,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,all,2020,111,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,all,2021,88,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,all,2022,125,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,causing_injury,2016,30,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,causing_injury,2017,34,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,causing_injury,2018,31,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,causing_injury,2019,35,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,causing_injury,2020,41,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,causing_injury,2021,39,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,causing_injury,2022,40,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,murder,2016,6,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,murder,2017,3,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,murder,2018,6,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,murder,2019,5,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,murder,2020,4,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,murder,2021,1,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,murder,2022,6,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,rape,2016,29,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,rape,2017,32,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,rape,2018,20,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,rape,2019,33,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,rape,2020,22,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,rape,2021,15,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,rape,2022,31,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2016,0,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2017,0,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2018,0,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2019,0,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2020,0,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2021,0,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,robbery_gang_armed,2022,1,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2016,28,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2017,45,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2018,18,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2019,24,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2020,24,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2021,18,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,robbery_gang_unarmed,2022,22,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2016,0,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2017,0,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2018,0,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2019,0,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2020,0,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2021,0,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,robbery_solo_armed,2022,0,both,overall,overall,3414.9
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2016,14,both,overall,overall,3802.8
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2017,37,both,overall,overall,3855.9
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2018,23,both,overall,overall,3898.4
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2019,15,both,overall,overall,3904.4
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2020,20,both,overall,overall,3418.8
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2021,15,both,overall,overall,3412.6
Sabah,Kota Kinabalu,assault,robbery_solo_unarmed,2022,25,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,all,2016,1245,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,all,2017,1387,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,all,2018,1333,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,all,2019,1122,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,all,2020,893,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,all,2021,861,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,all,2022,1165,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,break_in,2016,363,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,break_in,2017,448,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,break_in,2018,331,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,break_in,2019,357,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,break_in,2020,317,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,break_in,2021,315,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,break_in,2022,420,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,theft_other,2016,549,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,theft_other,2017,639,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,theft_other,2018,773,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,theft_other,2019,528,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,theft_other,2020,444,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,theft_other,2021,472,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,theft_other,2022,585,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2016,53,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2017,46,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2018,34,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2019,40,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2020,14,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2021,4,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,theft_vehicle_lorry,2022,15,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2016,77,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2017,76,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2018,51,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2019,62,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2020,27,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2021,16,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,theft_vehicle_motorcar,2022,39,both,overall,overall,3414.9
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2016,203,both,overall,overall,3802.8
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2017,178,both,overall,overall,3855.9
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2018,144,both,overall,overall,3898.4
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2019,135,both,overall,overall,3904.4
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2020,91,both,overall,overall,3418.8
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2021,54,both,overall,overall,3412.6
Sabah,Kota Kinabalu,property,theft_vehicle_motorcycle,2022,106,both,overall,overall,3414.9
Sabah,Kota Kinabatangan,assault,all,2016,18,both,overall,overall,3802.8
Sabah,Kota Kinabatangan,assault,all,2017,14,both,overall,overall,3855.9
Sabah,Kota Kinabatangan,assault,all,2018,16,both,overall,overall,3898.4
Sabah,Kota Kinabatangan,assault,all,2019,12,both,overall,overall,3904.4
Sabah,Kota Kinabatangan,assault,all,2020,15,both,overall,overall,3418.8
Sabah,Kota Kinabatangan,assault,all,2021,9,both,overall,overall,3412.6
Sabah,Kota Kinabatangan,assault,all,2022,18,both,overall,overall,3414.9
Sabah,Kota Kinabatangan,assault,causing_injury,2016,4,both,overall,overall,3802.8
Sabah,Kota Kinabatangan,assault,causing_injury,2017,2,both,overall,overall,3855.9
Sabah,Kota Kinabatangan,assault,causing_injury,2018,5,both,overall,overall,3898.4
Sabah,Kota Kinabatangan,assault,causing_injury,2019,6,both,overall,overall,3904.4
Sabah,Kota Kinabatangan,assault,causing_injury,2020,7,both,overall,overall,3418.8
Sabah,Kota Kinabatangan,assault,causing_injury,2021,4,both,overall,overall,3412.6
Sabah,Kota Kinabatangan,assault,causing_injury,2022,9,both,overall,overall,3414.9
